ydatestr,ydate,cp
1987-11-30,726071,230.3
1987-12-01,726072,232
1987-12-02,726073,233.45
1987-12-03,726074,225.21
1987-12-04,726075,223.92
1987-12-07,726078,228.76
1987-12-08,726079,234.91
1987-12-09,726080,238.89
1987-12-10,726081,233.57
1987-12-11,726082,235.32
1987-12-14,726085,242.19
1987-12-15,726086,242.81
1987-12-16,726087,248.08
1987-12-17,726088,242.98
1987-12-18,726089,249.16
1987-12-21,726092,249.54
1987-12-22,726093,249.95
1987-12-23,726094,253.16
1987-12-24,726095,252.03
1987-12-28,726099,245.57
1987-12-29,726100,244.59
1987-12-30,726101,247.86
1987-12-31,726102,247.08
1988-01-04,726106,255.94
1988-01-05,726107,258.63
1988-01-06,726108,258.89
1988-01-07,726109,261.07
1988-01-08,726110,243.4
1988-01-11,726113,247.49
1988-01-12,726114,245.42
1988-01-13,726115,245.81
1988-01-14,726116,245.88
1988-01-15,726117,252.05
1988-01-18,726120,251.88
1988-01-19,726121,249.32
1988-01-20,726122,242.63
1988-01-21,726123,243.14
1988-01-22,726124,246.5
1988-01-25,726127,252.17
1988-01-26,726128,249.57
1988-01-27,726129,249.38
1988-01-28,726130,253.29
1988-01-29,726131,257.07
1988-02-01,726134,255.04
1988-02-02,726135,255.57
1988-02-03,726136,252.21
1988-02-04,726137,252.21
1988-02-05,726138,250.96
1988-02-08,726141,249.1
1988-02-09,726142,251.72
1988-02-10,726143,256.66
1988-02-11,726144,255.95
1988-02-12,726145,257.63
1988-02-16,726149,259.83
1988-02-17,726150,259.21
1988-02-18,726151,257.91
1988-02-19,726152,261.61
1988-02-22,726155,265.64
1988-02-23,726156,265.02
1988-02-24,726157,264.43
1988-02-25,726158,261.58
1988-02-26,726159,262.46
1988-02-29,726162,267.82
1988-03-01,726163,267.22
1988-03-02,726164,267.98
1988-03-03,726165,267.88
1988-03-04,726166,267.3
1988-03-07,726169,267.38
1988-03-08,726170,269.43
1988-03-09,726171,269.06
1988-03-10,726172,263.84
1988-03-11,726173,264.94
1988-03-14,726176,266.37
1988-03-15,726177,266.13
1988-03-16,726178,268.65
1988-03-17,726179,271.22
1988-03-18,726180,271.12
1988-03-21,726183,268.74
1988-03-22,726184,268.84
1988-03-23,726185,268.91
1988-03-24,726186,263.35
1988-03-25,726187,258.51
1988-03-28,726190,258.06
1988-03-29,726191,260.07
1988-03-30,726192,258.07
1988-03-31,726193,258.89
1988-04-04,726197,256.09
1988-04-05,726198,258.51
1988-04-06,726199,265.49
1988-04-07,726200,266.16
1988-04-08,726201,269.43
1988-04-11,726204,270.16
1988-04-12,726205,271.37
1988-04-13,726206,271.58
1988-04-14,726207,259.75
1988-04-15,726208,259.77
1988-04-18,726211,259.21
1988-04-19,726212,257.92
1988-04-20,726213,256.13
1988-04-21,726214,256.42
1988-04-22,726215,260.14
1988-04-25,726218,262.51
1988-04-26,726219,263.93
1988-04-27,726220,263.8
1988-04-28,726221,262.61
1988-04-29,726222,261.33
1988-05-02,726225,261.56
1988-05-03,726226,263
1988-05-04,726227,260.32
1988-05-05,726228,258.79
1988-05-06,726229,257.48
1988-05-09,726232,256.54
1988-05-10,726233,257.62
1988-05-11,726234,253.31
1988-05-12,726235,253.85
1988-05-13,726236,256.78
1988-05-16,726239,258.71
1988-05-17,726240,255.39
1988-05-18,726241,251.35
1988-05-19,726242,252.57
1988-05-20,726243,253.02
1988-05-23,726246,250.83
1988-05-24,726247,253.51
1988-05-25,726248,253.76
1988-05-26,726249,254.63
1988-05-27,726250,253.42
1988-05-31,726254,262.16
1988-06-01,726255,266.69
1988-06-02,726256,265.33
1988-06-03,726257,266.45
1988-06-06,726260,267.05
1988-06-07,726261,265.17
1988-06-08,726262,271.52
1988-06-09,726263,270.2
1988-06-10,726264,271.26
1988-06-13,726267,271.43
1988-06-14,726268,274.3
1988-06-15,726269,274.45
1988-06-16,726270,269.77
1988-06-17,726271,270.68
1988-06-20,726274,268.94
1988-06-21,726275,271.67
1988-06-22,726276,275.66
1988-06-23,726277,274.82
1988-06-24,726278,273.78
1988-06-27,726281,269.06
1988-06-28,726282,272.31
1988-06-29,726283,270.98
1988-06-30,726284,273.5
1988-07-01,726285,271.78
1988-07-05,726289,275.81
1988-07-06,726290,272.02
1988-07-07,726291,271.78
1988-07-08,726292,270.02
1988-07-11,726295,270.55
1988-07-12,726296,267.85
1988-07-13,726297,269.32
1988-07-14,726298,270.26
1988-07-15,726299,272.05
1988-07-18,726302,270.51
1988-07-19,726303,268.47
1988-07-20,726304,270
1988-07-21,726305,266.66
1988-07-22,726306,263.5
1988-07-25,726309,264.68
1988-07-26,726310,265.19
1988-07-27,726311,262.5
1988-07-28,726312,266.02
1988-07-29,726313,272.02
1988-08-01,726316,272.21
1988-08-02,726317,272.06
1988-08-03,726318,272.98
1988-08-04,726319,271.93
1988-08-05,726320,271.15
1988-08-08,726323,269.98
1988-08-09,726324,266.49
1988-08-10,726325,261.9
1988-08-11,726326,262.75
1988-08-12,726327,262.55
1988-08-15,726330,258.69
1988-08-16,726331,260.56
1988-08-17,726332,260.77
1988-08-18,726333,261.03
1988-08-19,726334,260.24
1988-08-22,726337,256.98
1988-08-23,726338,257.09
1988-08-24,726339,261.13
1988-08-25,726340,259.18
1988-08-26,726341,259.68
1988-08-29,726344,262.33
1988-08-30,726345,262.51
1988-08-31,726346,261.52
1988-09-01,726347,258.35
1988-09-02,726348,264.48
1988-09-06,726352,265.59
1988-09-07,726353,265.87
1988-09-08,726354,265.88
1988-09-09,726355,266.84
1988-09-12,726358,266.47
1988-09-13,726359,267.43
1988-09-14,726360,269.31
1988-09-15,726361,268.13
1988-09-16,726362,270.65
1988-09-19,726365,268.82
1988-09-20,726366,269.73
1988-09-21,726367,270.16
1988-09-22,726368,269.18
1988-09-23,726369,269.76
1988-09-26,726372,268.88
1988-09-27,726373,268.26
1988-09-28,726374,269.08
1988-09-29,726375,272.59
1988-09-30,726376,271.91
1988-10-03,726379,271.38
1988-10-04,726380,270.62
1988-10-05,726381,271.86
1988-10-06,726382,272.39
1988-10-07,726383,278.07
1988-10-10,726386,278.24
1988-10-11,726387,277.93
1988-10-12,726388,273.98
1988-10-13,726389,275.22
1988-10-14,726390,275.5
1988-10-17,726393,276.41
1988-10-18,726394,279.38
1988-10-19,726395,276.97
1988-10-20,726396,282.88
1988-10-21,726397,283.66
1988-10-24,726400,282.28
1988-10-25,726401,282.38
1988-10-26,726402,281.38
1988-10-27,726403,277.28
1988-10-28,726404,278.53
1988-10-31,726407,278.97
1988-11-01,726408,279.06
1988-11-02,726409,279.06
1988-11-03,726410,279.2
1988-11-04,726411,276.31
1988-11-07,726414,273.93
1988-11-08,726415,275.15
1988-11-09,726416,273.33
1988-11-10,726417,273.69
1988-11-11,726418,267.92
1988-11-14,726421,267.72
1988-11-15,726422,268.34
1988-11-16,726423,263.82
1988-11-17,726424,264.6
1988-11-18,726425,266.47
1988-11-21,726428,266.22
1988-11-22,726429,267.21
1988-11-23,726430,269
1988-11-25,726432,267.23
1988-11-28,726435,268.64
1988-11-29,726436,270.91
1988-11-30,726437,273.7
1988-12-01,726438,272.49
1988-12-02,726439,271.81
1988-12-05,726442,274.93
1988-12-06,726443,277.59
1988-12-07,726444,278.13
1988-12-08,726445,276.59
1988-12-09,726446,277.03
1988-12-12,726449,276.52
1988-12-13,726450,276.31
1988-12-14,726451,275.31
1988-12-15,726452,274.28
1988-12-16,726453,276.29
1988-12-19,726456,278.91
1988-12-20,726457,277.47
1988-12-21,726458,277.38
1988-12-22,726459,276.87
1988-12-23,726460,277.87
1988-12-27,726464,276.83
1988-12-28,726465,277.08
1988-12-29,726466,279.4
1988-12-30,726467,277.72
1989-01-03,726471,275.31
1989-01-04,726472,279.43
1989-01-05,726473,280.01
1989-01-06,726474,280.67
1989-01-09,726477,280.98
1989-01-10,726478,280.38
1989-01-11,726479,282.01
1989-01-12,726480,283.17
1989-01-13,726481,283.87
1989-01-16,726484,284.14
1989-01-17,726485,283.55
1989-01-18,726486,286.53
1989-01-19,726487,286.91
1989-01-20,726488,286.63
1989-01-23,726491,284.5
1989-01-24,726492,288.49
1989-01-25,726493,289.14
1989-01-26,726494,291.69
1989-01-27,726495,293.82
1989-01-30,726498,294.99
1989-01-31,726499,297.47
1989-02-01,726500,297.09
1989-02-02,726501,296.84
1989-02-03,726502,296.97
1989-02-06,726505,296.04
1989-02-07,726506,299.63
1989-02-08,726507,298.65
1989-02-09,726508,296.06
1989-02-10,726509,292.02
1989-02-13,726512,292.54
1989-02-14,726513,291.81
1989-02-15,726514,294.24
1989-02-16,726515,294.81
1989-02-17,726516,296.76
1989-02-21,726520,295.98
1989-02-22,726521,290.91
1989-02-23,726522,292.05
1989-02-24,726523,287.13
1989-02-27,726526,287.82
1989-02-28,726527,288.86
1989-03-01,726528,287.11
1989-03-02,726529,289.95
1989-03-03,726530,291.18
1989-03-06,726533,294.81
1989-03-07,726534,293.87
1989-03-08,726535,294.08
1989-03-09,726536,293.93
1989-03-10,726537,292.88
1989-03-13,726540,295.32
1989-03-14,726541,295.14
1989-03-15,726542,296.67
1989-03-16,726543,299.44
1989-03-17,726544,292.69
1989-03-20,726547,289.92
1989-03-21,726548,291.33
1989-03-22,726549,290.49
1989-03-23,726550,288.98
1989-03-27,726554,290.57
1989-03-28,726555,291.59
1989-03-29,726556,292.35
1989-03-30,726557,292.52
1989-03-31,726558,294.87
1989-04-03,726561,296.39
1989-04-04,726562,295.31
1989-04-05,726563,296.24
1989-04-06,726564,295.29
1989-04-07,726565,297.16
1989-04-10,726568,297.11
1989-04-11,726569,298.49
1989-04-12,726570,298.99
1989-04-13,726571,296.4
1989-04-14,726572,301.36
1989-04-17,726575,301.72
1989-04-18,726576,306.02
1989-04-19,726577,307.15
1989-04-20,726578,306.19
1989-04-21,726579,309.61
1989-04-24,726582,308.69
1989-04-25,726583,306.75
1989-04-26,726584,306.93
1989-04-27,726585,309.58
1989-04-28,726586,309.64
1989-05-01,726589,309.12
1989-05-02,726590,308.12
1989-05-03,726591,308.16
1989-05-04,726592,307.77
1989-05-05,726593,307.61
1989-05-08,726596,306
1989-05-09,726597,305.19
1989-05-10,726598,305.8
1989-05-11,726599,306.95
1989-05-12,726600,313.84
1989-05-15,726603,316.16
1989-05-16,726604,315.28
1989-05-17,726605,317.48
1989-05-18,726606,317.97
1989-05-19,726607,321.24
1989-05-22,726610,321.98
1989-05-23,726611,318.32
1989-05-24,726612,319.14
1989-05-25,726613,319.17
1989-05-26,726614,321.59
1989-05-30,726618,319.05
1989-05-31,726619,320.52
1989-06-01,726620,321.97
1989-06-02,726621,325.52
1989-06-05,726624,322.03
1989-06-06,726625,324.24
1989-06-07,726626,326.95
1989-06-08,726627,326.75
1989-06-09,726628,326.69
1989-06-12,726631,326.24
1989-06-13,726632,323.91
1989-06-14,726633,323.83
1989-06-15,726634,320.08
1989-06-16,726635,321.35
1989-06-19,726638,321.89
1989-06-20,726639,321.25
1989-06-21,726640,320.48
1989-06-22,726641,322.32
1989-06-23,726642,328
1989-06-26,726645,326.6
1989-06-27,726646,328.44
1989-06-28,726647,325.81
1989-06-29,726648,319.68
1989-06-30,726649,317.98
1989-07-03,726652,319.23
1989-07-05,726654,320.64
1989-07-06,726655,321.55
1989-07-07,726656,324.91
1989-07-10,726659,327.07
1989-07-11,726660,328.78
1989-07-12,726661,329.81
1989-07-13,726662,329.95
1989-07-14,726663,331.84
1989-07-17,726666,332.44
1989-07-18,726667,331.35
1989-07-19,726668,335.73
1989-07-20,726669,333.51
1989-07-21,726670,335.9
1989-07-24,726673,333.67
1989-07-25,726674,333.88
1989-07-26,726675,338.05
1989-07-27,726676,341.99
1989-07-28,726677,342.15
1989-07-31,726680,346.08
1989-08-01,726681,343.75
1989-08-02,726682,344.34
1989-08-03,726683,344.74
1989-08-04,726684,343.92
1989-08-07,726687,349.41
1989-08-08,726688,349.35
1989-08-09,726689,346.94
1989-08-10,726690,348.25
1989-08-11,726691,344.74
1989-08-14,726694,343.06
1989-08-15,726695,344.71
1989-08-16,726696,345.66
1989-08-17,726697,344.45
1989-08-18,726698,346.03
1989-08-21,726701,340.67
1989-08-22,726702,341.19
1989-08-23,726703,344.7
1989-08-24,726704,351.52
1989-08-25,726705,350.52
1989-08-28,726708,352.09
1989-08-29,726709,349.84
1989-08-30,726710,350.65
1989-08-31,726711,351.45
1989-09-01,726712,353.73
1989-09-05,726716,352.56
1989-09-06,726717,349.24
1989-09-07,726718,348.35
1989-09-08,726719,348.76
1989-09-11,726722,347.66
1989-09-12,726723,348.7
1989-09-13,726724,345.46
1989-09-14,726725,343.16
1989-09-15,726726,345.06
1989-09-18,726729,346.73
1989-09-19,726730,346.55
1989-09-20,726731,346.47
1989-09-21,726732,345.7
1989-09-22,726733,347.05
1989-09-25,726736,344.23
1989-09-26,726737,344.33
1989-09-27,726738,345.1
1989-09-28,726739,348.6
1989-09-29,726740,349.15
1989-10-02,726743,350.87
1989-10-03,726744,354.71
1989-10-04,726745,356.94
1989-10-05,726746,356.97
1989-10-06,726747,358.78
1989-10-09,726750,359.8
1989-10-10,726751,359.13
1989-10-11,726752,356.99
1989-10-12,726753,355.39
1989-10-13,726754,333.65
1989-10-16,726757,342.85
1989-10-17,726758,341.16
1989-10-18,726759,341.76
1989-10-19,726760,347.13
1989-10-20,726761,347.16
1989-10-23,726764,344.83
1989-10-24,726765,343.7
1989-10-25,726766,342.5
1989-10-26,726767,337.93
1989-10-27,726768,335.06
1989-10-30,726771,335.07
1989-10-31,726772,340.36
1989-11-01,726773,341.2
1989-11-02,726774,338.48
1989-11-03,726775,337.62
1989-11-06,726778,332.61
1989-11-07,726779,334.81
1989-11-08,726780,338.15
1989-11-09,726781,336.57
1989-11-10,726782,339.1
1989-11-13,726785,339.55
1989-11-14,726786,337.99
1989-11-15,726787,340.54
1989-11-16,726788,340.58
1989-11-17,726789,341.61
1989-11-20,726792,339.35
1989-11-21,726793,339.59
1989-11-22,726794,341.91
1989-11-24,726796,343.97
1989-11-27,726799,345.61
1989-11-28,726800,345.77
1989-11-29,726801,343.6
1989-11-30,726802,345.99
1989-12-01,726803,350.63
1989-12-04,726806,351.41
1989-12-05,726807,349.58
1989-12-06,726808,348.55
1989-12-07,726809,347.59
1989-12-08,726810,348.69
1989-12-11,726813,348.56
1989-12-12,726814,351.73
1989-12-13,726815,352.75
1989-12-14,726816,350.93
1989-12-15,726817,350.14
1989-12-18,726820,343.69
1989-12-19,726821,342.46
1989-12-20,726822,342.84
1989-12-21,726823,344.78
1989-12-22,726824,347.42
1989-12-26,726828,346.81
1989-12-27,726829,348.81
1989-12-28,726830,350.67
1989-12-29,726831,353.4
1990-01-02,726835,359.69
1990-01-03,726836,358.76
1990-01-04,726837,355.67
1990-01-05,726838,352.2
1990-01-08,726841,353.79
1990-01-09,726842,349.62
1990-01-10,726843,347.31
1990-01-11,726844,348.53
1990-01-12,726845,339.93
1990-01-15,726848,337
1990-01-16,726849,340.75
1990-01-17,726850,337.4
1990-01-18,726851,338.19
1990-01-19,726852,339.15
1990-01-22,726855,330.38
1990-01-23,726856,331.61
1990-01-24,726857,330.26
1990-01-25,726858,326.08
1990-01-26,726859,325.8
1990-01-29,726862,325.2
1990-01-30,726863,322.98
1990-01-31,726864,329.08
1990-02-01,726865,328.79
1990-02-02,726866,330.92
1990-02-05,726869,331.85
1990-02-06,726870,329.66
1990-02-07,726871,333.75
1990-02-08,726872,332.96
1990-02-09,726873,333.62
1990-02-12,726876,330.08
1990-02-13,726877,331.02
1990-02-14,726878,332.01
1990-02-15,726879,334.89
1990-02-16,726880,332.72
1990-02-20,726884,327.99
1990-02-21,726885,327.67
1990-02-22,726886,325.7
1990-02-23,726887,324.15
1990-02-26,726890,328.67
1990-02-27,726891,330.26
1990-02-28,726892,331.89
1990-03-01,726893,332.74
1990-03-02,726894,335.54
1990-03-05,726897,333.74
1990-03-06,726898,337.93
1990-03-07,726899,336.95
1990-03-08,726900,340.27
1990-03-09,726901,337.93
1990-03-12,726904,338.67
1990-03-13,726905,336
1990-03-14,726906,336.87
1990-03-15,726907,338.07
1990-03-16,726908,341.91
1990-03-19,726911,343.53
1990-03-20,726912,341.57
1990-03-21,726913,339.74
1990-03-22,726914,335.69
1990-03-23,726915,337.22
1990-03-26,726918,337.63
1990-03-27,726919,341.5
1990-03-28,726920,342
1990-03-29,726921,340.79
1990-03-30,726922,339.94
1990-04-02,726925,338.7
1990-04-03,726926,343.64
1990-04-04,726927,341.09
1990-04-05,726928,340.73
1990-04-06,726929,340.08
1990-04-09,726932,341.37
1990-04-10,726933,342.07
1990-04-11,726934,341.92
1990-04-12,726935,344.34
1990-04-16,726939,344.74
1990-04-17,726940,344.68
1990-04-18,726941,340.72
1990-04-19,726942,338.09
1990-04-20,726943,335.12
1990-04-23,726946,331.05
1990-04-24,726947,330.36
1990-04-25,726948,332.03
1990-04-26,726949,332.92
1990-04-27,726950,329.11
1990-04-30,726953,330.8
1990-05-01,726954,332.25
1990-05-02,726955,334.48
1990-05-03,726956,335.57
1990-05-04,726957,338.39
1990-05-07,726960,340.53
1990-05-08,726961,342.01
1990-05-09,726962,342.86
1990-05-10,726963,343.82
1990-05-11,726964,352
1990-05-14,726967,354.75
1990-05-15,726968,354.28
1990-05-16,726969,354
1990-05-17,726970,354.47
1990-05-18,726971,354.64
1990-05-21,726974,358
1990-05-22,726975,358.43
1990-05-23,726976,359.29
1990-05-24,726977,358.41
1990-05-25,726978,354.58
1990-05-29,726982,360.65
1990-05-30,726983,360.86
1990-05-31,726984,361.23
1990-06-01,726985,363.16
1990-06-04,726988,367.4
1990-06-05,726989,366.64
1990-06-06,726990,364.96
1990-06-07,726991,363.15
1990-06-08,726992,358.71
1990-06-11,726995,361.63
1990-06-12,726996,366.25
1990-06-13,726997,364.9
1990-06-14,726998,362.9
1990-06-15,726999,362.91
1990-06-18,727002,356.88
1990-06-19,727003,358.47
1990-06-20,727004,359.1
1990-06-21,727005,360.47
1990-06-22,727006,355.43
1990-06-25,727009,352.31
1990-06-26,727010,352.06
1990-06-27,727011,355.14
1990-06-28,727012,357.63
1990-06-29,727013,358.02
1990-07-02,727016,359.54
1990-07-03,727017,360.16
1990-07-05,727019,355.68
1990-07-06,727020,358.42
1990-07-09,727023,359.52
1990-07-10,727024,356.49
1990-07-11,727025,361.23
1990-07-12,727026,365.44
1990-07-13,727027,367.31
1990-07-16,727030,368.95
1990-07-17,727031,367.52
1990-07-18,727032,364.22
1990-07-19,727033,365.32
1990-07-20,727034,361.61
1990-07-23,727037,355.31
1990-07-24,727038,355.79
1990-07-25,727039,357.09
1990-07-26,727040,355.91
1990-07-27,727041,353.44
1990-07-30,727044,355.55
1990-07-31,727045,356.15
1990-08-01,727046,355.52
1990-08-02,727047,351.48
1990-08-03,727048,344.86
1990-08-06,727051,334.43
1990-08-07,727052,334.83
1990-08-08,727053,338.35
1990-08-09,727054,339.94
1990-08-10,727055,335.52
1990-08-13,727058,338.84
1990-08-14,727059,339.39
1990-08-15,727060,340.06
1990-08-16,727061,332.39
1990-08-17,727062,327.83
1990-08-20,727065,328.51
1990-08-21,727066,321.86
1990-08-22,727067,316.55
1990-08-23,727068,307.06
1990-08-24,727069,311.51
1990-08-27,727072,321.44
1990-08-28,727073,321.34
1990-08-29,727074,324.19
1990-08-30,727075,318.71
1990-08-31,727076,322.56
1990-09-04,727080,323.09
1990-09-05,727081,324.39
1990-09-06,727082,320.46
1990-09-07,727083,323.4
1990-09-10,727086,321.63
1990-09-11,727087,321.04
1990-09-12,727088,322.54
1990-09-13,727089,318.65
1990-09-14,727090,316.83
1990-09-17,727093,317.77
1990-09-18,727094,318.6
1990-09-19,727095,316.6
1990-09-20,727096,311.48
1990-09-21,727097,311.32
1990-09-24,727100,304.59
1990-09-25,727101,308.26
1990-09-26,727102,305.06
1990-09-27,727103,300.97
1990-09-28,727104,306.05
1990-10-01,727107,314.94
1990-10-02,727108,315.21
1990-10-03,727109,311.4
1990-10-04,727110,312.69
1990-10-05,727111,311.5
1990-10-08,727114,313.48
1990-10-09,727115,305.1
1990-10-10,727116,300.39
1990-10-11,727117,295.46
1990-10-12,727118,300.03
1990-10-15,727121,303.23
1990-10-16,727122,298.92
1990-10-17,727123,298.76
1990-10-18,727124,305.74
1990-10-19,727125,312.48
1990-10-22,727128,314.76
1990-10-23,727129,312.36
1990-10-24,727130,312.6
1990-10-25,727131,310.17
1990-10-26,727132,304.71
1990-10-29,727135,301.88
1990-10-30,727136,304.06
1990-10-31,727137,304
1990-11-01,727138,307.02
1990-11-02,727139,311.85
1990-11-05,727142,314.59
1990-11-06,727143,311.62
1990-11-07,727144,306.01
1990-11-08,727145,307.61
1990-11-09,727146,313.74
1990-11-12,727149,319.48
1990-11-13,727150,317.67
1990-11-14,727151,320.4
1990-11-15,727152,317.02
1990-11-16,727153,317.12
1990-11-19,727156,319.34
1990-11-20,727157,315.31
1990-11-21,727158,316.03
1990-11-23,727160,315.1
1990-11-26,727163,316.51
1990-11-27,727164,318.1
1990-11-28,727165,317.95
1990-11-29,727166,316.42
1990-11-30,727167,322.22
1990-12-03,727170,324.1
1990-12-04,727171,326.35
1990-12-05,727172,329.92
1990-12-06,727173,329.07
1990-12-07,727174,327.75
1990-12-10,727177,328.89
1990-12-11,727178,326.44
1990-12-12,727179,330.19
1990-12-13,727180,329.34
1990-12-14,727181,326.82
1990-12-17,727184,326.02
1990-12-18,727185,330.05
1990-12-19,727186,330.2
1990-12-20,727187,330.12
1990-12-21,727188,331.75
1990-12-24,727191,329.9
1990-12-26,727193,330.85
1990-12-27,727194,328.29
1990-12-28,727195,328.72
1990-12-31,727198,330.22
1991-01-02,727200,326.45
1991-01-03,727201,321.91
1991-01-04,727202,321
1991-01-07,727205,315.44
1991-01-08,727206,314.9
1991-01-09,727207,311.49
1991-01-10,727208,314.53
1991-01-11,727209,315.23
1991-01-14,727212,312.49
1991-01-15,727213,313.73
1991-01-16,727214,316.17
1991-01-17,727215,327.97
1991-01-18,727216,332.23
1991-01-21,727219,331.06
1991-01-22,727220,328.31
1991-01-23,727221,330.21
1991-01-24,727222,334.78
1991-01-25,727223,336.07
1991-01-28,727226,336.03
1991-01-29,727227,335.84
1991-01-30,727228,340.91
1991-01-31,727229,343.93
1991-02-01,727230,343.05
1991-02-04,727233,348.34
1991-02-05,727234,351.26
1991-02-06,727235,358.07
1991-02-07,727236,356.52
1991-02-08,727237,359.35
1991-02-11,727240,368.58
1991-02-12,727241,365.5
1991-02-13,727242,369.02
1991-02-14,727243,364.22
1991-02-15,727244,369.06
1991-02-19,727248,369.39
1991-02-20,727249,365.14
1991-02-21,727250,364.97
1991-02-22,727251,365.65
1991-02-25,727254,367.26
1991-02-26,727255,362.81
1991-02-27,727256,367.74
1991-02-28,727257,367.07
1991-03-01,727258,370.47
1991-03-04,727261,369.33
1991-03-05,727262,376.72
1991-03-06,727263,376.17
1991-03-07,727264,375.91
1991-03-08,727265,374.95
1991-03-11,727268,372.96
1991-03-12,727269,370.03
1991-03-13,727270,374.57
1991-03-14,727271,373.5
1991-03-15,727272,373.59
1991-03-18,727275,372.11
1991-03-19,727276,366.59
1991-03-20,727277,367.92
1991-03-21,727278,366.58
1991-03-22,727279,367.48
1991-03-25,727282,369.83
1991-03-26,727283,376.3
1991-03-27,727284,375.35
1991-03-28,727285,375.22
1991-04-01,727289,371.3
1991-04-02,727290,379.5
1991-04-03,727291,378.94
1991-04-04,727292,379.77
1991-04-05,727293,375.36
1991-04-08,727296,378.66
1991-04-09,727297,373.56
1991-04-10,727298,373.15
1991-04-11,727299,377.63
1991-04-12,727300,380.4
1991-04-15,727303,381.19
1991-04-16,727304,387.62
1991-04-17,727305,390.45
1991-04-18,727306,388.46
1991-04-19,727307,384.2
1991-04-22,727310,380.95
1991-04-23,727311,381.76
1991-04-24,727312,382.76
1991-04-25,727313,379.25
1991-04-26,727314,379.02
1991-04-29,727317,373.66
1991-04-30,727318,375.34
1991-05-01,727319,380.29
1991-05-02,727320,380.52
1991-05-03,727321,380.8
1991-05-06,727324,380.08
1991-05-07,727325,377.32
1991-05-08,727326,378.51
1991-05-09,727327,383.25
1991-05-10,727328,375.74
1991-05-13,727331,376.76
1991-05-14,727332,371.62
1991-05-15,727333,368.57
1991-05-16,727334,372.19
1991-05-17,727335,372.39
1991-05-20,727338,372.28
1991-05-21,727339,375.35
1991-05-22,727340,376.19
1991-05-23,727341,374.96
1991-05-24,727342,377.49
1991-05-28,727346,381.94
1991-05-29,727347,382.79
1991-05-30,727348,386.96
1991-05-31,727349,389.83
1991-06-03,727352,388.06
1991-06-04,727353,387.74
1991-06-05,727354,385.09
1991-06-06,727355,383.63
1991-06-07,727356,379.43
1991-06-10,727359,378.57
1991-06-11,727360,381.05
1991-06-12,727361,376.65
1991-06-13,727362,377.63
1991-06-14,727363,382.29
1991-06-17,727366,380.13
1991-06-18,727367,378.59
1991-06-19,727368,375.09
1991-06-20,727369,375.42
1991-06-21,727370,377.75
1991-06-24,727373,370.94
1991-06-25,727374,370.65
1991-06-26,727375,371.59
1991-06-27,727376,374.4
1991-06-28,727377,371.16
1991-07-01,727380,377.92
1991-07-02,727381,377.47
1991-07-03,727382,373.33
1991-07-05,727384,374.08
1991-07-08,727387,377.94
1991-07-09,727388,376.11
1991-07-10,727389,375.74
1991-07-11,727390,376.97
1991-07-12,727391,380.25
1991-07-15,727394,382.39
1991-07-16,727395,381.54
1991-07-17,727396,381.18
1991-07-18,727397,385.37
1991-07-19,727398,384.22
1991-07-22,727401,382.88
1991-07-23,727402,379.42
1991-07-24,727403,378.64
1991-07-25,727404,380.96
1991-07-26,727405,380.93
1991-07-29,727408,383.15
1991-07-30,727409,386.69
1991-07-31,727410,387.81
1991-08-01,727411,387.12
1991-08-02,727412,387.18
1991-08-05,727415,385.06
1991-08-06,727416,390.62
1991-08-07,727417,390.56
1991-08-08,727418,389.32
1991-08-09,727419,387.12
1991-08-12,727422,388.02
1991-08-13,727423,389.62
1991-08-14,727424,389.9
1991-08-15,727425,389.33
1991-08-16,727426,385.58
1991-08-19,727429,376.47
1991-08-20,727430,379.43
1991-08-21,727431,390.59
1991-08-22,727432,391.33
1991-08-23,727433,394.17
1991-08-26,727436,393.85
1991-08-27,727437,393.06
1991-08-28,727438,396.64
1991-08-29,727439,396.47
1991-08-30,727440,395.43
1991-09-03,727444,392.15
1991-09-04,727445,389.97
1991-09-05,727446,389.14
1991-09-06,727447,389.1
1991-09-09,727450,388.57
1991-09-10,727451,384.56
1991-09-11,727452,385.09
1991-09-12,727453,387.34
1991-09-13,727454,383.59
1991-09-16,727457,385.78
1991-09-17,727458,385.5
1991-09-18,727459,386.94
1991-09-19,727460,387.56
1991-09-20,727461,387.92
1991-09-23,727464,385.92
1991-09-24,727465,387.71
1991-09-25,727466,386.88
1991-09-26,727467,386.49
1991-09-27,727468,385.9
1991-09-30,727471,387.86
1991-10-01,727472,389.2
1991-10-02,727473,388.26
1991-10-03,727474,384.47
1991-10-04,727475,381.25
1991-10-07,727478,379.5
1991-10-08,727479,380.67
1991-10-09,727480,376.8
1991-10-10,727481,380.55
1991-10-11,727482,381.45
1991-10-14,727485,386.47
1991-10-15,727486,391.01
1991-10-16,727487,392.8
1991-10-17,727488,391.92
1991-10-18,727489,392.5
1991-10-21,727492,390.02
1991-10-22,727493,387.83
1991-10-23,727494,387.94
1991-10-24,727495,385.07
1991-10-25,727496,384.2
1991-10-28,727499,389.52
1991-10-29,727500,391.48
1991-10-30,727501,392.96
1991-10-31,727502,392.45
1991-11-01,727503,391.32
1991-11-04,727506,390.28
1991-11-05,727507,388.71
1991-11-06,727508,389.97
1991-11-07,727509,393.72
1991-11-08,727510,392.89
1991-11-11,727513,393.12
1991-11-12,727514,396.74
