ydatestr,ydate,cp
1954-01-05,713689,25.1
1954-01-06,713690,25.14
1954-01-07,713691,25.06
1954-01-08,713692,24.93
1954-01-11,713695,24.8
1954-01-12,713696,24.93
1954-01-13,713697,25.07
1954-01-14,713698,25.19
1954-01-15,713699,25.43
1954-01-18,713702,25.43
1954-01-19,713703,25.68
1954-01-20,713704,25.75
1954-01-21,713705,25.79
1954-01-22,713706,25.85
1954-01-25,713709,25.93
1954-01-26,713710,26.09
1954-01-27,713711,26.01
1954-01-28,713712,26.02
1954-01-29,713713,26.08
1954-02-01,713716,25.99
1954-02-02,713717,25.92
1954-02-03,713718,26.01
1954-02-04,713719,26.2
1954-02-05,713720,26.3
1954-02-08,713723,26.23
1954-02-09,713724,26.17
1954-02-10,713725,26.14
1954-02-11,713726,26.06
1954-02-12,713727,26.12
1954-02-15,713730,26.04
1954-02-16,713731,25.81
1954-02-17,713732,25.86
1954-02-18,713733,25.86
1954-02-19,713734,25.92
1954-02-23,713738,25.83
1954-02-24,713739,25.83
1954-02-25,713740,25.91
1954-02-26,713741,26.15
1954-03-01,713744,26.25
1954-03-02,713745,26.32
1954-03-03,713746,26.32
1954-03-04,713747,26.41
1954-03-05,713748,26.52
1954-03-08,713751,26.45
1954-03-09,713752,26.51
1954-03-10,713753,26.57
1954-03-11,713754,26.69
1954-03-12,713755,26.69
1954-03-15,713758,26.57
1954-03-16,713759,26.56
1954-03-17,713760,26.62
1954-03-18,713761,26.73
1954-03-19,713762,26.81
1954-03-22,713765,26.79
1954-03-23,713766,26.6
1954-03-24,713767,26.47
1954-03-25,713768,26.42
1954-03-26,713769,26.56
1954-03-29,713772,26.66
1954-03-30,713773,26.69
1954-03-31,713774,26.94
1954-04-01,713775,27.17
1954-04-02,713776,27.21
1954-04-05,713779,27.26
1954-04-06,713780,27.01
1954-04-07,713781,27.11
1954-04-08,713782,27.38
1954-04-09,713783,27.38
1954-04-12,713786,27.57
1954-04-13,713787,27.64
1954-04-14,713788,27.85
1954-04-15,713789,27.94
1954-04-19,713793,27.76
1954-04-20,713794,27.75
1954-04-21,713795,27.64
1954-04-22,713796,27.68
1954-04-23,713797,27.78
1954-04-26,713800,27.88
1954-04-27,713801,27.71
1954-04-28,713802,27.76
1954-04-29,713803,28.18
1954-04-30,713804,28.26
1954-05-03,713807,28.21
1954-05-04,713808,28.28
1954-05-05,713809,28.29
1954-05-06,713810,28.51
1954-05-07,713811,28.65
1954-05-10,713814,28.62
1954-05-11,713815,28.49
1954-05-12,713816,28.72
1954-05-13,713817,28.56
1954-05-14,713818,28.8
1954-05-17,713821,28.84
1954-05-18,713822,28.85
1954-05-19,713823,28.72
1954-05-20,713824,28.82
1954-05-21,713825,28.99
1954-05-24,713828,29
1954-05-25,713829,28.93
1954-05-26,713830,29.17
1954-05-27,713831,29.05
1954-05-28,713832,29.19
1954-06-01,713836,29.19
1954-06-02,713837,29.16
1954-06-03,713838,29.15
1954-06-04,713839,29.1
1954-06-07,713842,28.99
1954-06-08,713843,28.34
1954-06-09,713844,28.15
1954-06-10,713845,28.34
1954-06-11,713846,28.58
1954-06-14,713849,28.62
1954-06-15,713850,28.83
1954-06-16,713851,29.04
1954-06-17,713852,28.96
1954-06-18,713853,29.04
1954-06-21,713856,29.06
1954-06-22,713857,29.08
1954-06-23,713858,29.13
1954-06-24,713859,29.26
1954-06-25,713860,29.2
1954-06-28,713863,29.28
1954-06-29,713864,29.43
1954-06-30,713865,29.21
1954-07-01,713866,29.21
1954-07-02,713867,29.59
1954-07-06,713871,29.92
1954-07-07,713872,29.94
1954-07-08,713873,29.94
1954-07-09,713874,30.14
1954-07-12,713877,30.12
1954-07-13,713878,30.02
1954-07-14,713879,30.09
1954-07-15,713880,30.19
1954-07-16,713881,30.06
1954-07-19,713884,29.98
1954-07-20,713885,29.84
1954-07-21,713886,30.03
1954-07-22,713887,30.27
1954-07-23,713888,30.31
1954-07-26,713891,30.34
1954-07-27,713892,30.52
1954-07-28,713893,30.58
1954-07-29,713894,30.69
1954-07-30,713895,30.88
1954-08-02,713898,30.99
1954-08-03,713899,30.93
1954-08-04,713900,30.9
1954-08-05,713901,30.77
1954-08-06,713902,30.38
1954-08-09,713905,30.12
1954-08-10,713906,30.37
1954-08-11,713907,30.72
1954-08-12,713908,30.59
1954-08-13,713909,30.72
1954-08-16,713912,31.05
1954-08-17,713913,31.12
1954-08-18,713914,31.09
1954-08-19,713915,31.16
1954-08-20,713916,31.21
1954-08-23,713919,31
1954-08-24,713920,30.87
1954-08-25,713921,30.65
1954-08-26,713922,30.57
1954-08-27,713923,30.66
1954-08-30,713926,30.35
1954-08-31,713927,29.83
1954-09-01,713928,30.04
1954-09-02,713929,30.27
1954-09-03,713930,30.5
1954-09-07,713934,30.66
1954-09-08,713935,30.68
1954-09-09,713936,30.73
1954-09-10,713937,30.84
1954-09-13,713940,31.12
1954-09-14,713941,31.28
1954-09-15,713942,31.29
1954-09-16,713943,31.46
1954-09-17,713944,31.71
1954-09-20,713947,31.57
1954-09-21,713948,31.79
1954-09-22,713949,32
1954-09-23,713950,32.18
1954-09-24,713951,32.4
1954-09-27,713954,32.53
1954-09-28,713955,32.69
1954-09-29,713956,32.5
1954-09-30,713957,32.31
1954-10-01,713958,32.29
1954-10-04,713961,32.47
1954-10-05,713962,32.63
1954-10-06,713963,32.76
1954-10-07,713964,32.69
1954-10-08,713965,32.67
1954-10-11,713968,32.41
1954-10-12,713969,32.28
1954-10-13,713970,32.27
1954-10-14,713971,31.88
1954-10-15,713972,31.71
1954-10-18,713975,31.83
1954-10-19,713976,31.91
1954-10-20,713977,32.17
1954-10-21,713978,32.13
1954-10-22,713979,32.13
1954-10-25,713982,31.96
1954-10-26,713983,31.94
1954-10-27,713984,32.02
1954-10-28,713985,31.88
1954-10-29,713986,31.68
1954-11-01,713989,31.79
1954-11-03,713991,32.44
1954-11-04,713992,32.82
1954-11-05,713993,32.71
1954-11-08,713996,33.02
1954-11-09,713997,33.15
1954-11-10,713998,33.18
1954-11-11,713999,33.47
1954-11-12,714000,33.54
1954-11-15,714003,33.47
1954-11-16,714004,33.57
1954-11-17,714005,33.63
1954-11-18,714006,33.44
1954-11-19,714007,33.45
1954-11-22,714010,33.58
1954-11-23,714011,34.03
1954-11-24,714012,34.22
1954-11-26,714014,34.55
1954-11-29,714017,34.54
1954-11-30,714018,34.24
1954-12-01,714019,33.99
1954-12-02,714020,34.18
1954-12-03,714021,34.49
1954-12-06,714024,34.76
1954-12-07,714025,34.92
1954-12-08,714026,34.86
1954-12-09,714027,34.69
1954-12-10,714028,34.56
1954-12-13,714031,34.59
1954-12-14,714032,34.35
1954-12-15,714033,34.56
1954-12-16,714034,34.93
1954-12-17,714035,35.92
1954-12-20,714038,35.33
1954-12-21,714039,35.38
1954-12-22,714040,35.34
1954-12-23,714041,35.37
1954-12-27,714045,35.07
1954-12-28,714046,35.43
1954-12-29,714047,35.74
1954-12-30,714048,35.74
1954-12-31,714049,35.98
1955-01-03,714052,36.75
1955-01-04,714053,36.42
1955-01-05,714054,35.52
1955-01-06,714055,35.04
1955-01-07,714056,35.33
1955-01-10,714059,35.79
1955-01-11,714060,35.68
1955-01-12,714061,35.58
1955-01-13,714062,35.43
1955-01-14,714063,35.28
1955-01-17,714066,34.58
1955-01-18,714067,34.8
1955-01-19,714068,34.96
1955-01-20,714069,35.13
1955-01-21,714070,35.44
1955-01-24,714073,35.52
1955-01-25,714074,35.51
1955-01-26,714075,35.95
1955-01-27,714076,35.99
1955-01-28,714077,36.19
1955-01-31,714080,36.63
1955-02-01,714081,36.72
1955-02-02,714082,36.61
1955-02-03,714083,36.44
1955-02-04,714084,36.96
1955-02-07,714087,36.96
1955-02-08,714088,36.46
1955-02-09,714089,36.75
1955-02-10,714090,37.08
1955-02-11,714091,37.15
1955-02-14,714094,36.89
1955-02-15,714095,36.89
1955-02-16,714096,36.77
1955-02-17,714097,36.84
1955-02-18,714098,36.89
1955-02-21,714101,36.85
1955-02-23,714103,36.82
1955-02-24,714104,36.62
1955-02-25,714105,36.57
1955-02-28,714108,36.76
1955-03-01,714109,36.83
1955-03-02,714110,37.15
1955-03-03,714111,37.29
1955-03-04,714112,37.52
1955-03-07,714115,37.28
1955-03-08,714116,36.58
1955-03-09,714117,36.22
1955-03-10,714118,36.45
1955-03-11,714119,35.82
1955-03-14,714122,34.96
1955-03-15,714123,35.71
1955-03-16,714124,35.98
1955-03-17,714125,36.12
1955-03-18,714126,36.18
1955-03-21,714129,35.95
1955-03-22,714130,36.17
1955-03-23,714131,36.64
1955-03-24,714132,36.93
1955-03-25,714133,36.96
1955-03-28,714136,36.83
1955-03-29,714137,36.85
1955-03-30,714138,36.52
1955-03-31,714139,36.58
1955-04-01,714140,36.95
1955-04-04,714143,36.83
1955-04-05,714144,36.98
1955-04-06,714145,37.17
1955-04-07,714146,37.34
1955-04-11,714150,37.44
1955-04-12,714151,37.66
1955-04-13,714152,37.71
1955-04-14,714153,37.79
1955-04-15,714154,37.96
1955-04-18,714157,38.27
1955-04-19,714158,38.22
1955-04-20,714159,38.28
1955-04-21,714160,38.32
1955-04-22,714161,38.01
1955-04-25,714164,38.11
1955-04-26,714165,38.31
1955-04-27,714166,38.11
1955-04-28,714167,37.68
1955-04-29,714168,37.96
1955-05-02,714171,38.04
1955-05-03,714172,37.7
1955-05-04,714173,37.64
1955-05-05,714174,37.82
1955-05-06,714175,37.89
1955-05-09,714178,37.93
1955-05-10,714179,37.85
1955-05-11,714180,37.42
1955-05-12,714181,37.2
1955-05-13,714182,37.44
1955-05-16,714185,37.02
1955-05-17,714186,36.97
1955-05-18,714187,37.28
1955-05-19,714188,37.49
1955-05-20,714189,37.74
1955-05-23,714192,37.48
1955-05-24,714193,37.46
1955-05-25,714194,37.6
1955-05-26,714195,37.85
1955-05-27,714196,37.93
1955-05-31,714200,37.91
1955-06-01,714201,37.96
1955-06-02,714202,38.01
1955-06-03,714203,38.37
1955-06-06,714206,39.69
1955-06-07,714207,39.96
1955-06-08,714208,39.22
1955-06-09,714209,39.01
1955-06-10,714210,39.25
1955-06-13,714213,39.62
1955-06-14,714214,39.67
1955-06-15,714215,39.89
1955-06-16,714216,39.96
1955-06-17,714217,40.1
1955-06-20,714220,40.14
1955-06-21,714221,40.51
1955-06-22,714222,40.6
1955-06-23,714223,40.75
1955-06-24,714224,40.96
1955-06-27,714227,40.99
1955-06-28,714228,40.77
1955-06-29,714229,40.79
1955-06-30,714230,41.03
1955-07-01,714231,41.19
1955-07-05,714235,41.69
1955-07-06,714236,43.18
1955-07-07,714237,42.58
1955-07-08,714238,42.64
1955-07-11,714241,42.75
1955-07-12,714242,42.75
1955-07-13,714243,42.24
1955-07-14,714244,42.25
1955-07-15,714245,42.4
1955-07-18,714248,42.36
1955-07-19,714249,42.1
1955-07-20,714250,42.23
1955-07-21,714251,42.64
1955-07-22,714252,43
1955-07-25,714255,43.48
1955-07-26,714256,43.58
1955-07-27,714257,43.76
1955-07-28,714258,43.5
1955-07-29,714259,43.52
1955-08-01,714262,42.93
1955-08-02,714263,43.03
1955-08-03,714264,43.09
1955-08-04,714265,42.36
1955-08-05,714266,42.56
1955-08-08,714269,42.31
1955-08-09,714270,41.75
1955-08-10,714271,41.74
1955-08-11,714272,42.13
1955-08-12,714273,42.21
1955-08-15,714276,42.17
1955-08-16,714277,41.86
1955-08-17,714278,41.9
1955-08-18,714279,41.84
1955-08-19,714280,42.02
1955-08-22,714283,41.98
1955-08-23,714284,42.55
1955-08-24,714285,42.61
1955-08-25,714286,42.8
1955-08-26,714287,42.99
1955-08-29,714290,42.96
1955-08-30,714291,42.92
1955-08-31,714292,43.18
1955-09-01,714293,43.37
1955-09-02,714294,43.6
1955-09-06,714298,43.86
1955-09-07,714299,43.85
1955-09-08,714300,43.88
1955-09-09,714301,43.89
1955-09-12,714304,44.19
1955-09-13,714305,44.8
1955-09-14,714306,44.99
1955-09-15,714307,44.75
1955-09-16,714308,45.09
1955-09-19,714311,45.16
1955-09-20,714312,45.13
1955-09-21,714313,45.39
1955-09-22,714314,45.39
1955-09-23,714315,45.63
1955-09-26,714318,42.61
1955-09-27,714319,43.58
1955-09-28,714320,44.31
1955-09-29,714321,44.03
1955-09-30,714322,43.67
1955-10-03,714325,42.49
1955-10-04,714326,42.82
1955-10-05,714327,42.99
1955-10-06,714328,42.7
1955-10-07,714329,42.38
1955-10-10,714332,41.15
1955-10-11,714333,40.8
1955-10-12,714334,41.52
1955-10-13,714335,41.39
1955-10-14,714336,41.22
1955-10-17,714339,41.35
1955-10-18,714340,41.65
1955-10-19,714341,42.07
1955-10-20,714342,42.59
1955-10-21,714343,42.59
1955-10-24,714346,42.91
1955-10-25,714347,42.63
1955-10-26,714348,42.29
1955-10-27,714349,42.34
1955-10-28,714350,42.37
1955-10-31,714353,42.34
1955-11-01,714354,42.28
1955-11-02,714355,42.35
1955-11-03,714356,43.24
1955-11-04,714357,43.96
1955-11-07,714360,44.15
1955-11-09,714362,44.61
1955-11-10,714363,44.72
1955-11-11,714364,45.24
1955-11-14,714367,46.41
1955-11-15,714368,46.21
1955-11-16,714369,45.91
1955-11-17,714370,45.59
1955-11-18,714371,45.54
1955-11-21,714374,45.22
1955-11-22,714375,45.66
1955-11-23,714376,45.72
1955-11-25,714378,45.68
1955-11-28,714381,45.38
1955-11-29,714382,45.56
1955-11-30,714383,45.51
1955-12-01,714384,45.35
1955-12-02,714385,45.44
1955-12-05,714388,45.7
1955-12-06,714389,45.7
1955-12-07,714390,45.55
1955-12-08,714391,45.82
1955-12-09,714392,45.89
1955-12-12,714395,45.42
1955-12-13,714396,45.45
1955-12-14,714397,45.07
1955-12-15,714398,45.06
1955-12-16,714399,45.13
1955-12-19,714402,45.02
1955-12-20,714403,44.95
1955-12-21,714404,45.84
1955-12-22,714405,45.41
1955-12-23,714406,45.5
1955-12-27,714410,45.22
1955-12-28,714411,45.05
1955-12-29,714412,45.15
1955-12-30,714413,45.48
1956-01-03,714417,45.16
1956-01-04,714418,45
1956-01-05,714419,44.95
1956-01-06,714420,45.14
1956-01-09,714423,44.51
1956-01-10,714424,44.16
1956-01-11,714425,44.38
1956-01-12,714426,44.75
1956-01-13,714427,44.67
1956-01-16,714430,44.14
1956-01-17,714431,44.47
1956-01-18,714432,44.17
1956-01-19,714433,43.72
1956-01-20,714434,43.22
1956-01-23,714437,43.11
1956-01-24,714438,43.65
1956-01-25,714439,43.72
1956-01-26,714440,43.46
1956-01-27,714441,43.35
1956-01-30,714444,43.5
1956-01-31,714445,43.82
1956-02-01,714446,44.03
1956-02-02,714447,44.22
1956-02-03,714448,44.78
1956-02-06,714451,44.81
1956-02-07,714452,44.6
1956-02-08,714453,44.16
1956-02-09,714454,43.66
1956-02-10,714455,43.64
1956-02-13,714458,43.58
1956-02-14,714459,43.42
1956-02-15,714460,44.04
1956-02-16,714461,43.82
1956-02-17,714462,44.52
1956-02-20,714465,44.45
1956-02-21,714466,44.56
1956-02-23,714468,44.95
1956-02-24,714469,45.32
1956-02-27,714472,45.27
1956-02-28,714473,45.43
1956-02-29,714474,45.34
1956-03-01,714475,45.54
1956-03-02,714476,45.81
1956-03-05,714479,46.06
1956-03-06,714480,46.04
1956-03-07,714481,46.01
1956-03-08,714482,46.12
1956-03-09,714483,46.7
1956-03-12,714486,47.13
1956-03-13,714487,47.06
1956-03-14,714488,47.53
1956-03-15,714489,47.99
1956-03-16,714490,48.14
1956-03-19,714493,48.59
1956-03-20,714494,48.87
1956-03-21,714495,48.23
1956-03-22,714496,48.72
1956-03-23,714497,48.83
1956-03-26,714500,48.62
1956-03-27,714501,48.25
1956-03-28,714502,48.51
1956-03-29,714503,48.48
1956-04-02,714507,48.7
1956-04-03,714508,48.53
1956-04-04,714509,48.8
1956-04-05,714510,48.57
1956-04-06,714511,48.85
1956-04-09,714514,48.61
1956-04-10,714515,47.93
1956-04-11,714516,48.31
1956-04-12,714517,48.02
1956-04-13,714518,47.95
1956-04-16,714521,47.96
1956-04-17,714522,47.93
1956-04-18,714523,47.74
1956-04-19,714524,47.57
1956-04-20,714525,47.76
1956-04-23,714528,47.65
1956-04-24,714529,47.26
1956-04-25,714530,47.09
1956-04-26,714531,47.49
1956-04-27,714532,47.99
1956-04-30,714535,48.38
1956-05-01,714536,48.16
1956-05-02,714537,48.17
1956-05-03,714538,48.34
1956-05-04,714539,48.51
1956-05-07,714542,48.22
1956-05-08,714543,48.02
1956-05-09,714544,47.94
1956-05-10,714545,47.16
1956-05-11,714546,47.12
1956-05-14,714549,46.86
1956-05-15,714550,46.37
1956-05-16,714551,46.05
1956-05-17,714552,46.61
1956-05-18,714553,46.39
1956-05-21,714556,45.99
1956-05-22,714557,45.26
1956-05-23,714558,45.02
1956-05-24,714559,44.6
1956-05-25,714560,44.62
1956-05-28,714563,44.1
1956-05-29,714564,45.11
1956-05-31,714566,45.2
1956-06-01,714567,45.58
1956-06-04,714570,45.85
1956-06-05,714571,45.86
1956-06-06,714572,45.63
1956-06-07,714573,45.99
1956-06-08,714574,45.14
1956-06-11,714577,45.71
1956-06-12,714578,46.36
1956-06-13,714579,46.42
1956-06-14,714580,46.31
1956-06-15,714581,46.37
1956-06-18,714584,46.17
1956-06-19,714585,46.22
1956-06-20,714586,46.41
1956-06-21,714587,46.73
1956-06-22,714588,46.59
1956-06-25,714591,46.41
1956-06-26,714592,46.72
1956-06-27,714593,47.07
1956-06-28,714594,47.13
1956-06-29,714595,46.97
1956-07-02,714598,46.93
1956-07-03,714599,47.32
1956-07-05,714601,47.8
1956-07-06,714602,48.04
1956-07-09,714605,48.25
1956-07-10,714606,48.54
1956-07-11,714607,48.69
1956-07-12,714608,48.58
1956-07-13,714609,48.72
1956-07-16,714612,49.14
1956-07-17,714613,49.31
1956-07-18,714614,49.3
1956-07-19,714615,49.32
1956-07-20,714616,49.35
1956-07-23,714619,49.33
1956-07-24,714620,49.33
1956-07-25,714621,49.44
1956-07-26,714622,49.48
1956-07-27,714623,49.08
1956-07-30,714626,49
1956-07-31,714627,49.39
1956-08-01,714628,49.62
1956-08-02,714629,49.64
1956-08-03,714630,49.64
1956-08-06,714633,48.96
1956-08-07,714634,49.16
1956-08-08,714635,49.36
1956-08-09,714636,49.32
1956-08-10,714637,49.09
1956-08-13,714640,48.58
1956-08-14,714641,48
1956-08-15,714642,48.99
1956-08-16,714643,48.88
1956-08-17,714644,48.82
1956-08-20,714647,48.25
1956-08-21,714648,47.89
1956-08-22,714649,47.42
1956-08-23,714650,48
1956-08-24,714651,47.95
1956-08-27,714654,47.66
1956-08-28,714655,47.57
1956-08-29,714656,47.36
1956-08-30,714657,46.94
1956-08-31,714658,47.51
1956-09-04,714662,47.89
1956-09-05,714663,48.02
1956-09-06,714664,48.1
1956-09-07,714665,47.81
1956-09-10,714668,47.56
1956-09-11,714669,47.38
1956-09-12,714670,47.05
1956-09-13,714671,46.09
1956-09-14,714672,47.21
1956-09-17,714675,47.1
1956-09-18,714676,46.79
1956-09-19,714677,46.24
1956-09-20,714678,46.21
1956-09-21,714679,46.58
1956-09-24,714682,46.4
1956-09-25,714683,45.75
1956-09-26,714684,45.82
1956-09-27,714685,45.6
1956-09-28,714686,45.35
1956-10-01,714689,44.7
1956-10-02,714690,45.52
1956-10-03,714691,46.28
1956-10-04,714692,46.29
1956-10-05,714693,46.45
1956-10-08,714696,46.43
1956-10-09,714697,46.2
1956-10-10,714698,46.84
1956-10-11,714699,46.81
1956-10-12,714700,47
1956-10-15,714703,46.86
1956-10-16,714704,46.62
1956-10-17,714705,46.26
1956-10-18,714706,46.34
1956-10-19,714707,46.24
1956-10-22,714710,46.23
1956-10-23,714711,46.12
1956-10-24,714712,45.93
1956-10-25,714713,45.85
1956-10-26,714714,46.27
1956-10-29,714717,46.4
1956-10-30,714718,46.37
1956-10-31,714719,45.58
1956-11-01,714720,46.52
1956-11-02,714721,46.98
1956-11-05,714724,47.6
1956-11-07,714726,47.11
1956-11-08,714727,46.73
1956-11-09,714728,46.34
1956-11-12,714731,46.49
1956-11-13,714732,46.27
1956-11-14,714733,46.01
1956-11-15,714734,45.72
1956-11-16,714735,45.74
1956-11-19,714738,45.29
1956-11-20,714739,44.89
1956-11-21,714740,44.67
1956-11-23,714742,45.14
1956-11-26,714745,44.87
1956-11-27,714746,44.91
1956-11-28,714747,44.43
1956-11-29,714748,44.38
1956-11-30,714749,45.08
1956-12-03,714752,45.98
1956-12-04,714753,45.84
1956-12-05,714754,46.39
1956-12-06,714755,46.81
1956-12-07,714756,47.04
1956-12-10,714759,46.8
1956-12-11,714760,46.48
1956-12-12,714761,46.13
1956-12-13,714762,46.5
1956-12-14,714763,46.54
1956-12-17,714766,46.54
1956-12-18,714767,46.54
1956-12-19,714768,46.43
1956-12-20,714769,46.07
1956-12-21,714770,46.37
1956-12-26,714775,46.39
1956-12-27,714776,46.35
1956-12-28,714777,46.56
1956-12-31,714780,46.67
1957-01-02,714782,46.2
1957-01-03,714783,46.6
1957-01-04,714784,46.66
1957-01-07,714787,46.42
1957-01-08,714788,46.25
1957-01-09,714789,46.16
1957-01-10,714790,46.27
1957-01-11,714791,46.18
1957-01-14,714794,45.86
1957-01-15,714795,45.18
1957-01-16,714796,45.23
1957-01-17,714797,45.22
1957-01-18,714798,44.64
1957-01-21,714801,44.4
1957-01-22,714802,44.53
1957-01-23,714803,44.87
1957-01-24,714804,45.03
1957-01-25,714805,44.82
1957-01-28,714808,44.49
1957-01-29,714809,44.71
1957-01-30,714810,44.91
1957-01-31,714811,44.72
1957-02-01,714812,44.62
1957-02-04,714815,44.53
1957-02-05,714816,43.89
1957-02-06,714817,43.82
1957-02-07,714818,43.62
1957-02-08,714819,43.32
1957-02-11,714822,42.57
1957-02-12,714823,42.39
1957-02-13,714824,43.04
1957-02-14,714825,42.99
1957-02-15,714826,43.51
1957-02-18,714829,43.46
1957-02-19,714830,43.49
1957-02-20,714831,43.63
1957-02-21,714832,43.48
1957-02-25,714836,43.38
1957-02-26,714837,43.45
1957-02-27,714838,43.41
1957-02-28,714839,43.26
1957-03-01,714840,43.74
1957-03-04,714843,44.06
1957-03-05,714844,44.22
1957-03-06,714845,44.23
1957-03-07,714846,44.21
1957-03-08,714847,44.07
1957-03-11,714850,43.78
1957-03-12,714851,43.75
1957-03-13,714852,44.04
1957-03-14,714853,44.07
1957-03-15,714854,44.05
1957-03-18,714857,43.85
1957-03-19,714858,44.04
1957-03-20,714859,44.1
1957-03-21,714860,44.11
1957-03-22,714861,44.06
1957-03-25,714864,43.88
1957-03-26,714865,43.91
1957-03-27,714866,44.09
1957-03-28,714867,44.18
1957-03-29,714868,44.11
1957-04-01,714871,44.14
1957-04-02,714872,44.42
1957-04-03,714873,44.54
1957-04-04,714874,44.44
1957-04-05,714875,44.49
1957-04-08,714878,44.39
1957-04-09,714879,44.79
1957-04-10,714880,44.98
1957-04-11,714881,44.98
1957-04-12,714882,44.98
1957-04-15,714885,44.95
1957-04-16,714886,45.02
1957-04-17,714887,45.08
1957-04-18,714888,45.41
1957-04-22,714892,45.48
1957-04-23,714893,45.65
1957-04-24,714894,45.72
1957-04-25,714895,45.56
1957-04-26,714896,45.5
1957-04-29,714899,45.73
1957-04-30,714900,45.74
1957-05-01,714901,46.02
1957-05-02,714902,46.39
1957-05-03,714903,46.34
1957-05-06,714906,46.27
1957-05-07,714907,46.13
1957-05-08,714908,46.31
1957-05-09,714909,46.36
1957-05-10,714910,46.59
1957-05-13,714913,46.88
1957-05-14,714914,46.67
1957-05-15,714915,46.83
1957-05-16,714916,47.02
1957-05-17,714917,47.15
1957-05-20,714920,47.35
1957-05-21,714921,47.33
1957-05-22,714922,47.14
1957-05-23,714923,47.15
1957-05-24,714924,47.21
1957-05-27,714927,46.78
1957-05-28,714928,46.69
1957-05-29,714929,47.11
1957-05-31,714931,47.43
1957-06-03,714934,47.37
1957-06-04,714935,47.28
1957-06-05,714936,47.27
1957-06-06,714937,47.8
1957-06-07,714938,47.85
1957-06-10,714941,47.9
1957-06-11,714942,47.94
1957-06-12,714943,48.05
1957-06-13,714944,48.14
1957-06-14,714945,48.15
1957-06-17,714948,48.24
1957-06-18,714949,48.04
1957-06-19,714950,47.72
1957-06-20,714951,47.43
1957-06-21,714952,47.15
1957-06-24,714955,46.78
1957-06-25,714956,47.15
1957-06-26,714957,47.09
1957-06-27,714958,47.26
1957-06-28,714959,47.37
1957-07-01,714962,47.43
1957-07-02,714963,47.9
1957-07-03,714964,48.46
1957-07-05,714966,48.69
