ydatestr,ydate,openp,cp
1996-03-01,729085,64.64,64.89
1996-03-04,729088,65.03,65.27
1996-03-05,729089,65.11,65.88
1996-03-06,729090,65.78,65.3
1996-03-07,729091,65.42,65.62
1996-03-08,729092,64.19,63.5
1996-03-11,729095,63.25,64.23
1996-03-12,729096,63.81,63.73
1996-03-13,729097,64.16,64.17
1996-03-14,729098,64.27,64.45
1996-03-15,729099,64.06,64.12
1996-03-18,729102,64.72,65.36
1996-03-19,729103,65.94,65.22
1996-03-20,729104,65.53,65.14
1996-03-21,729105,65.22,64.98
1996-03-22,729106,65.02,65.16
1996-03-25,729109,65.75,65.03
1996-03-26,729110,64.92,65.34
1996-03-27,729111,65.44,64.75
1996-03-28,729112,64.52,65
1996-03-29,729113,65.19,64.69
1996-04-01,729116,65,65.44
1996-04-02,729117,65.52,65.56
1996-04-03,729118,65.33,65.56
1996-04-04,729119,65.56,65.52
1996-04-08,729123,63.88,64.39
1996-04-09,729124,64.64,64.14
1996-04-10,729125,64.03,63
1996-04-11,729126,63.16,62.92
1996-04-12,729127,63.36,63.72
1996-04-15,729130,64.05,64.25
1996-04-16,729131,64.38,64.44
1996-04-17,729132,64.38,64.28
1996-04-18,729133,64.44,64.38
1996-04-19,729134,64.69,64.53
1996-04-22,729137,65.12,65.03
1996-04-23,729138,64.92,65.23
1996-04-24,729139,65.56,65
1996-04-25,729140,65.14,65.3
1996-04-26,729141,65.47,65.44
1996-04-29,729144,65.16,65.44
1996-04-30,729145,65.44,65.39
1996-05-01,729146,65.38,65.53
1996-05-02,729147,65.02,64.41
1996-05-03,729148,64.78,64.31
1996-05-06,729151,64.56,64.25
1996-05-07,729152,64.25,63.98
1996-05-08,729153,63.67,64.78
1996-05-09,729154,64.56,64.73
1996-05-10,729155,65.38,65.38
1996-05-13,729158,65.53,66.36
1996-05-14,729159,66.62,66.77
1996-05-15,729160,66.78,66.69
1996-05-16,729161,66.31,66.83
1996-05-17,729162,67,67.19
1996-05-20,729165,67.66,67.64
1996-05-21,729166,67.75,67.55
1996-05-22,729167,67.62,68.19
1996-05-23,729168,68.28,67.91
1996-05-24,729169,67.97,68.17
1996-05-28,729173,68.38,67.48
1996-05-29,729174,67.62,67.03
1996-05-30,729175,66.94,67.38
1996-05-31,729176,67.36,66.88
1996-06-03,729179,66.89,67.06
1996-06-04,729180,67.38,67.53
1996-06-05,729181,67.56,68.12
1996-06-06,729182,68.5,67.62
1996-06-07,729183,66.19,67.62
1996-06-10,729186,67.53,67.41
1996-06-11,729187,67.66,67.34
1996-06-12,729188,67.56,67.22
1996-06-13,729189,67.38,67.22
1996-06-14,729190,67.25,66.94
1996-06-17,729193,66.97,66.89
1996-06-18,729194,66.84,66.34
1996-06-19,729195,66.66,66.64
1996-06-20,729196,66.7,66.59
1996-06-21,729197,66.56,66.81
1996-06-24,729200,66.97,66.94
1996-06-25,729201,67.12,66.86
1996-06-26,729202,66.78,66.41
1996-06-27,729203,66.41,66.88
1996-06-28,729204,67.16,67.11
1996-07-01,729207,67.28,67.69
1996-07-02,729208,67.62,67.44
1996-07-03,729209,67.41,67.3
1996-07-05,729211,66.12,65.58
1996-07-08,729214,65.62,65.31
1996-07-09,729215,65.61,65.58
1996-07-10,729216,65.56,65.84
1996-07-11,729217,65.56,64.52
1996-07-12,729218,64.62,64.56
1996-07-15,729221,64.72,62.66
1996-07-16,729222,62.84,62.81
1996-07-17,729223,63.75,63.56
1996-07-18,729224,63.75,64.44
1996-07-19,729225,64.28,63.97
1996-07-22,729228,63.53,63.5
1996-07-23,729229,63.59,62.69
1996-07-24,729230,61.94,62.81
1996-07-25,729231,63.44,63.38
1996-07-26,729232,63.56,63.72
1996-07-29,729235,63.62,63.02
1996-07-30,729236,63.44,63.62
1996-07-31,729237,63.67,64.09
1996-08-01,729238,64.16,65.16
1996-08-02,729239,66,66.56
1996-08-05,729242,66.58,66.17
1996-08-06,729243,66.16,66.38
1996-08-07,729244,66.62,66.55
1996-08-08,729245,66.56,66.44
1996-08-09,729246,66.67,66.22
1996-08-12,729249,66.25,66.7
1996-08-13,729250,66.58,66.17
1996-08-14,729251,66.19,66.41
1996-08-15,729252,66.23,66.28
1996-08-16,729253,66.47,66.84
1996-08-19,729256,66.86,66.88
1996-08-20,729257,66.89,66.83
1996-08-21,729258,66.66,66.59
1996-08-22,729259,66.75,67.22
1996-08-23,729260,67.09,66.86
1996-08-26,729263,66.7,66.53
1996-08-27,729264,66.72,66.78
1996-08-28,729265,66.94,66.67
1996-08-29,729266,66.59,66.02
1996-08-30,729267,66,65.33
1996-09-03,729271,64.47,65.75
1996-09-04,729272,65.75,65.81
1996-09-05,729273,65.5,65.02
1996-09-06,729274,65.25,65.94
1996-09-09,729277,66.19,66.72
1996-09-10,729278,66.62,66.69
1996-09-11,729279,66.56,67.06
1996-09-12,729280,67.25,67.53
1996-09-13,729281,68.31,68.56
1996-09-16,729284,68.66,68.81
1996-09-17,729285,68.88,68.66
1996-09-18,729286,68.56,68.48
1996-09-19,729287,68.38,68.75
1996-09-20,729288,68.59,68.64
1996-09-23,729291,68.47,68.62
1996-09-24,729292,68.56,68.61
1996-09-25,729293,68.94,68.66
1996-09-26,729294,68.75,68.62
1996-09-27,729295,68.72,68.69
1996-09-30,729298,68.78,68.62
1996-10-01,729299,68.7,69
1996-10-02,729300,69.25,69.47
1996-10-03,729301,69.5,69.41
1996-10-04,729302,69.69,70.34
1996-10-07,729305,70.31,70.42
1996-10-08,729306,70.45,70.14
1996-10-09,729307,70.25,69.59
1996-10-10,729308,69.59,69.45
1996-10-11,729309,69.72,70.31
1996-10-14,729312,70.31,70.41
1996-10-15,729313,71.12,70.31
1996-10-16,729314,70.5,70.66
1996-10-17,729315,70.88,70.84
1996-10-18,729316,70.88,71.22
1996-10-21,729319,71.28,71.12
1996-10-22,729320,71.06,70.62
1996-10-23,729321,70.47,70.86
1996-10-24,729322,70.86,70.25
1996-10-25,729323,70.23,70.31
1996-10-28,729326,70.38,69.84
1996-10-29,729327,70.06,70.41
1996-10-30,729328,70.62,70.17
1996-10-31,729329,70.27,70.84
1996-11-01,729330,70.98,70.59
1996-11-04,729333,70.69,71.06
1996-11-05,729334,71.3,71.47
1996-11-06,729335,71.59,72.84
1996-11-07,729336,72.62,73.02
1996-11-08,729337,73.03,73.42
1996-11-11,729340,73.25,73.34
1996-11-12,729341,73.55,73.12
1996-11-13,729342,73.2,73.45
1996-11-14,729343,73.19,73.94
1996-11-15,729344,74.12,74.03
1996-11-18,729347,74.17,74.05
1996-11-19,729348,74.14,74.58
1996-11-20,729349,74.56,74.7
1996-11-21,729350,74.8,74.59
1996-11-22,729351,74.7,75.17
1996-11-25,729354,75.25,76.12
1996-11-26,729355,76.28,75.88
1996-11-27,729356,76.06,75.73
1996-11-29,729358,76,76.02
1996-12-02,729361,75.92,76.05
1996-12-03,729362,76.06,74.75
1996-12-04,729363,74.88,74.95
1996-12-05,729364,74.84,74.75
1996-12-06,729365,73.25,74.31
1996-12-09,729368,74.69,75.41
1996-12-10,729369,75.56,75.05
1996-12-11,729370,73.62,74.36
1996-12-12,729371,74.78,73.12
1996-12-13,729372,73.06,73.31
1996-12-16,729375,73.5,72.38
1996-12-17,729376,72.16,72.95
1996-12-18,729377,73.38,73.53
1996-12-19,729378,74.19,75.05
1996-12-20,729379,75.12,74.84
1996-12-23,729382,75.09,74.66
1996-12-24,729383,74.84,75.2
1996-12-26,729385,75.44,75.78
1996-12-27,729386,75.78,75.88
1996-12-30,729389,76.12,75.22
1996-12-31,729390,75.28,73.84
1997-01-02,729392,74.38,74.03
1997-01-03,729393,74.38,75.09
1997-01-06,729396,75.09,74.44
1997-01-07,729397,74.44,75.34
1997-01-08,729398,75.75,74.69
1997-01-09,729399,75.06,75.31
1997-01-10,729400,74.25,76.12
1997-01-13,729403,76.5,76.02
1997-01-14,729404,76.69,76.97
1997-01-15,729405,76.72,76.78
1997-01-16,729406,77.03,77.09
1997-01-17,729407,77.2,77.56
1997-01-20,729410,77.75,77.66
1997-01-21,729411,77.38,78.28
1997-01-22,729412,78.31,78.84
1997-01-23,729413,79.06,77.75
1997-01-24,729414,77.88,76.75
1997-01-27,729417,76.88,76.53
1997-01-28,729418,77.62,76.75
1997-01-29,729419,76.88,77.5
1997-01-30,729420,77.88,78.5
1997-01-31,729421,78.94,78.41
1997-02-03,729424,78.72,78.64
1997-02-04,729425,78.75,79.12
1997-02-05,729426,79.23,77.64
1997-02-06,729427,77.78,78.16
1997-02-07,729428,78.81,79.22
1997-02-10,729431,79.25,78.47
1997-02-11,729432,78.78,79.38
1997-02-12,729433,79.38,80.5
1997-02-13,729434,80.81,81.38
1997-02-14,729435,81.19,81.19
1997-02-18,729439,81.34,81.88
1997-02-19,729440,81.66,81.33
1997-02-20,729441,81.03,80.34
1997-02-21,729442,80.41,80.38
1997-02-24,729445,79.97,81.33
1997-02-25,729446,81.41,81.39
1997-02-26,729447,81.31,80.59
1997-02-27,729448,80.81,79.39
1997-02-28,729449,79.25,79.16
1997-03-03,729452,78.75,79.69
1997-03-04,729453,79.91,79.25
1997-03-05,729454,79.72,80.59
1997-03-06,729455,80.62,80.12
1997-03-07,729456,80.44,80.84
1997-03-10,729459,80.94,81.69
1997-03-11,729460,81.75,81.25
1997-03-12,729461,81.31,80.53
1997-03-13,729462,80.25,79.28
1997-03-14,729463,79.64,79.69
1997-03-17,729466,79.25,79.91
1997-03-18,729467,80,79.05
1997-03-19,729468,78.84,78.78
1997-03-20,729469,78.75,78.38
1997-03-21,729470,78.69,78.44
1997-03-24,729473,78.5,79.53
1997-03-25,729474,79.34,78.75
1997-03-26,729475,79.06,79.09
1997-03-27,729476,79.38,77
1997-03-31,729480,76.91,75.38
1997-04-01,729481,75.25,75.86
1997-04-02,729482,75.62,74.5
1997-04-03,729483,74.44,74.91
1997-04-04,729484,74.5,75.84
1997-04-07,729487,76.19,76.14
1997-04-08,729488,76.12,76.69
1997-04-09,729489,77,76.06
1997-04-10,729490,76.09,75.78
1997-04-11,729491,75.06,73.38
1997-04-14,729494,73.73,74.36
1997-04-15,729495,75.25,75.62
1997-04-16,729496,75.38,76.5
1997-04-17,729497,76.5,76.19
1997-04-18,729498,76.81,76.56
1997-04-21,729501,76.75,76.06
1997-04-22,729502,76.11,77.73
1997-04-23,729503,77.66,77.81
1997-04-24,729504,78.05,77.42
1997-04-25,729505,77.06,76.53
1997-04-28,729508,76.5,77.28
1997-04-29,729509,78.59,79.72
1997-04-30,729510,79.25,80.09
1997-05-01,729511,80.22,80
1997-05-02,729512,80.28,81.44
1997-05-05,729515,81.66,83.38
1997-05-06,729516,82.97,83.31
1997-05-07,729517,83,81.5
1997-05-08,729518,81.31,82.06
1997-05-09,729519,82.97,82.62
1997-05-12,729522,82.94,84
1997-05-13,729523,83.94,83.66
1997-05-14,729524,84.23,83.81
1997-05-15,729525,83.81,84.38
1997-05-16,729526,84.12,83.22
1997-05-19,729529,83.31,83.47
1997-05-20,729530,83.28,84.47
1997-05-21,729531,84.69,84.28
1997-05-22,729532,84.38,84
1997-05-23,729533,84.38,84.78
1997-05-27,729537,84.38,85.12
1997-05-28,729538,85.12,85.11
1997-05-29,729539,85.09,84.61
1997-05-30,729540,83.22,85.16
1997-06-02,729543,85.34,84.78
1997-06-03,729544,84.41,84.5
1997-06-04,729545,84.53,84.41
1997-06-05,729546,84.59,84.72
1997-06-06,729547,84.59,86.38
1997-06-09,729550,86.44,86.81
1997-06-10,729551,86.84,87.08
1997-06-11,729552,87,87.28
1997-06-12,729553,87.88,88.97
1997-06-13,729554,89.06,89.72
1997-06-16,729557,89.75,89.75
1997-06-17,729558,89.44,89.62
1997-06-18,729559,89.12,89.31
1997-06-19,729560,89.61,90.23
1997-06-20,729561,89.94,89.58
1997-06-23,729564,89.41,87.41
1997-06-24,729565,88.25,89.62
1997-06-25,729566,89.48,89
1997-06-26,729567,88.84,88.56
1997-06-27,729568,88.97,88.91
1997-06-30,729571,88.91,88.31
1997-07-01,729572,88.5,89.34
1997-07-02,729573,89.56,90.81
1997-07-03,729574,91.88,92.06
1997-07-07,729578,92.38,91.12
1997-07-08,729579,91.25,92.08
1997-07-09,729580,92.31,91.06
1997-07-10,729581,91.12,91.47
1997-07-11,729582,91.59,91.78
1997-07-14,729585,91.89,92.06
1997-07-15,729586,92.31,92.53
1997-07-16,729587,93.12,93.75
1997-07-17,729588,93.62,93.28
1997-07-18,729589,93.02,91.3
1997-07-21,729592,91.28,91.31
1997-07-22,729593,91.69,93.73
1997-07-23,729594,93.94,93.66
1997-07-24,729595,93.94,94.09
1997-07-25,729596,94.56,94.03
1997-07-28,729599,94.25,93.97
1997-07-29,729600,93.62,94.28
1997-07-30,729601,94.5,95.41
1997-07-31,729602,95.41,95.31
1997-08-01,729603,95.5,94.94
1997-08-04,729606,94.78,95.19
1997-08-05,729607,95.09,95.25
1997-08-06,729608,95.44,96.03
1997-08-07,729609,96.5,95.31
1997-08-08,729610,94.31,93.38
1997-08-11,729613,93.75,94.06
1997-08-12,729614,94.22,92.56
1997-08-13,729615,93.69,92.28
1997-08-14,729616,93.09,92.62
1997-08-15,729617,92.12,89.78
1997-08-18,729620,90.38,91.78
1997-08-19,729621,92.22,92.84
1997-08-20,729622,92.94,94.25
1997-08-21,729623,94.12,92.59
1997-08-22,729624,91,92.56
1997-08-25,729627,92.78,92.22
1997-08-26,729628,92,90.86
1997-08-27,729629,91,91.41
1997-08-28,729630,91.19,90.02
1997-08-29,729631,90.12,90.38
1997-09-02,729635,90.69,93.31
1997-09-03,729636,93.3,92.81
1997-09-04,729637,93.06,93.41
1997-09-05,729638,93.97,93.14
1997-09-08,729641,93.72,93.55
1997-09-09,729642,93.22,93.59
1997-09-10,729643,93.12,91.66
1997-09-11,729644,91.78,91.19
1997-09-12,729645,92,92.66
1997-09-15,729648,92.66,92.5
1997-09-16,729649,93.31,94.81
1997-09-17,729650,95.38,94.81
1997-09-18,729651,95,95.22
1997-09-19,729652,94.66,95.03
1997-09-22,729655,95.5,95.56
1997-09-23,729656,95.56,95.12
1997-09-24,729657,95.38,94.34
1997-09-25,729658,94.25,93.69
1997-09-26,729659,94.44,94.47
1997-09-29,729662,94.5,95.38
1997-09-30,729663,95,94.38
1997-10-01,729664,95.25,95.62
1997-10-02,729665,95.53,96.16
1997-10-03,729666,97.47,96.64
1997-10-06,729669,97.31,97.28
1997-10-07,729670,97.53,98.19
1997-10-08,729671,98.36,97.5
1997-10-09,729672,96.78,97.16
1997-10-10,729673,96.31,96.88
1997-10-13,729676,97.34,96.97
1997-10-14,729677,97.47,97
1997-10-15,729678,96.31,96.78
1997-10-16,729679,97.31,95.25
1997-10-17,729680,95.02,94.28
1997-10-20,729683,94.84,95.62
1997-10-21,729684,96.22,97.48
1997-10-22,729685,97.34,96.84
1997-10-23,729686,94.94,94.94
1997-10-24,729687,96.16,94
1997-10-27,729690,93.02,87.19
1997-10-28,729691,84.38,92.22
1997-10-29,729692,92.5,91.97
1997-10-30,729693,90.62,89.94
1997-10-31,729694,91.81,92.06
1997-11-03,729697,93.19,94
1997-11-04,729698,93.88,94
1997-11-05,729699,94.19,94.31
1997-11-06,729700,94.03,93.95
1997-11-07,729701,92.38,92.94
1997-11-10,729704,93.62,92.38
1997-11-11,729705,92.69,92.41
1997-11-12,729706,91.62,90.5
1997-11-13,729707,91.47,91.81
1997-11-14,729708,92.31,93.06
1997-11-17,729711,94.38,94.78
1997-11-18,729712,94.81,94.19
1997-11-19,729713,93.69,94.66
1997-11-20,729714,95.31,96.09
1997-11-21,729715,96.62,96.75
1997-11-24,729718,96,95
1997-11-25,729719,95.62,95.25
1997-11-26,729720,95.88,95.53
1997-11-28,729722,95.75,95.62
1997-12-01,729725,96.22,98.09
1997-12-02,729726,97.69,97.5
1997-12-03,729727,97.62,97.78
1997-12-04,729728,98.5,97.69
1997-12-05,729729,97.38,98.94
1997-12-08,729732,98.97,98.66
1997-12-09,729733,98.22,98.06
1997-12-10,729734,97.56,97.22
1997-12-11,729735,96.31,95.56
1997-12-12,729736,96.44,95.75
1997-12-15,729739,96.25,96.72
1997-12-16,729740,97.22,97.31
1997-12-17,729741,97.84,96.81
1997-12-18,729742,96.94,95.88
1997-12-19,729743,94.53,94.78
1997-12-22,729746,95.44,95.39
1997-12-23,729747,95.44,93.69
1997-12-24,729748,94.44,93.41
1997-12-26,729750,94.12,93.78
1997-12-29,729753,94.59,95.62
1997-12-30,729754,95.94,97.12
1997-12-31,729755,96.88,97.06
1998-01-02,729757,97.31,97.56
1998-01-05,729760,97.84,97.78
1998-01-06,729761,97.25,96.22
1998-01-07,729762,96.09,96.47
1998-01-08,729763,96.31,95.62
1998-01-09,729764,95.25,92.31
1998-01-12,729767,91.12,94
1998-01-13,729768,94.62,95.31
1998-01-14,729769,95.69,95.75
1998-01-15,729770,95.5,94.95
1998-01-16,729771,96.25,96.31
1998-01-20,729775,96.69,97.88
1998-01-21,729776,97.22,96.94
1998-01-22,729777,96.16,96.08
1998-01-23,729778,96.5,95.94
1998-01-26,729781,96.38,95.88
1998-01-27,729782,95.81,96.84
1998-01-28,729783,97.41,97.72
1998-01-29,729784,97.84,98.25
1998-01-30,729785,98.78,98.31
1998-02-02,729788,99.91,99.94
1998-02-03,729789,100,100.69
1998-02-04,729790,100.28,100.56
1998-02-05,729791,101.31,100.5
1998-02-06,729792,101,101.62
1998-02-09,729795,101.72,101.28
1998-02-10,729796,101.44,102.25
1998-02-11,729797,102.09,102.16
1998-02-12,729798,101.72,102.59
1998-02-13,729799,102.19,102
1998-02-17,729803,102.81,102.5
1998-02-18,729804,102.31,103.44
1998-02-19,729805,103.25,102.89
1998-02-20,729806,103.16,103.66
1998-02-23,729809,104.25,104.06
1998-02-24,729810,103.91,103.25
1998-02-25,729811,103.75,104.53
1998-02-26,729812,104.44,105.12
1998-02-27,729813,104.97,105.12
1998-03-02,729816,105.25,104.91
1998-03-03,729817,104.53,105.5
1998-03-04,729818,105.09,104.81
1998-03-05,729819,103.5,103.84
1998-03-06,729820,104.56,105.94
1998-03-09,729823,105.53,105.56
1998-03-10,729824,106.22,106.56
1998-03-11,729825,106.97,107.06
1998-03-12,729826,107.09,107.5
1998-03-13,729827,107.84,107.09
1998-03-16,729830,107.84,108.25
1998-03-17,729831,108.31,108.56
1998-03-18,729832,108.25,108.97
1998-03-19,729833,108.97,109.25
1998-03-20,729834,109.56,109.88
1998-03-23,729837,109.72,109.62
1998-03-24,729838,110.06,110.56
1998-03-25,729839,111.41,110.16
1998-03-26,729840,109.88,110.09
1998-03-27,729841,110.75,109.62
1998-03-30,729844,109.62,109.56
1998-03-31,729845,110.16,109.94
1998-04-01,729846,110.31,110.83
1998-04-02,729847,110.94,112.03
1998-04-03,729848,112.34,112.59
1998-04-06,729851,113.25,111.69
1998-04-07,729852,111.75,110.94
1998-04-08,729853,111.22,110.31
1998-04-09,729854,110.56,111.19
1998-04-13,729858,111.38,110.88
1998-04-14,729859,111.12,111.81
1998-04-15,729860,111.97,112.12
1998-04-16,729861,111.31,110.81
1998-04-17,729862,110.72,112.28
1998-04-20,729865,112,112.25
1998-04-21,729866,112.44,112.78
1998-04-22,729867,112.88,113.09
1998-04-23,729868,112.62,112
1998-04-24,729869,111.75,110.81
1998-04-27,729872,109.38,108.72
1998-04-28,729873,109.78,108.56
1998-04-29,729874,109.03,109.31
1998-04-30,729875,110.56,111.34
1998-05-01,729876,111.75,112.59
1998-05-04,729879,112.72,112.31
1998-05-05,729880,112,111.53
1998-05-06,729881,112.12,110.22
1998-05-07,729882,110.5,109.34
1998-05-08,729883,110,111.12
1998-05-11,729886,111.56,110.75
1998-05-12,729887,110.81,111.94
1998-05-13,729888,112.06,112.22
1998-05-14,729889,111.53,111.66
1998-05-15,729890,112,111.03
1998-05-18,729893,110.72,110.59
1998-05-19,729894,111,111.34
1998-05-20,729895,112.09,112.41
1998-05-21,729896,112.38,111.69
1998-05-22,729897,111.75,111.25
1998-05-26,729901,112.09,109.47
1998-05-27,729902,108.53,109.62
1998-05-28,729903,109.88,110.12
1998-05-29,729904,110.62,109.03
1998-06-01,729907,108.97,109.53
1998-06-02,729908,110,109.62
1998-06-03,729909,109.88,107.88
1998-06-04,729910,108.25,109.88
1998-06-05,729911,110.38,112
1998-06-08,729914,111.94,111.88
1998-06-09,729915,111.72,112.22
1998-06-10,729916,111.62,111.5
1998-06-11,729917,111.44,109.41
1998-06-12,729918,109.88,110.44
1998-06-15,729921,108.81,107.53
1998-06-16,729922,108.41,109.19
1998-06-17,729923,110.16,111.47
1998-06-18,729924,111.19,110.97
1998-06-19,729925,111.06,110.06
1998-06-22,729928,110.25,110.59
1998-06-23,729929,111.09,111.91
1998-06-24,729930,112.16,113.41
1998-06-25,729931,113.91,113.22
1998-06-26,729932,113.31,113.69
1998-06-29,729935,114.25,114.09
1998-06-30,729936,113.91,113.31
1998-07-01,729937,114.06,114.62
1998-07-02,729938,114.72,114.84
1998-07-06,729942,114.78,116
1998-07-07,729943,115.98,115.78
1998-07-08,729944,115.88,116.62
1998-07-09,729945,116.28,115.84
1998-07-10,729946,116.03,116.47
1998-07-13,729949,116.56,116.5
1998-07-14,729950,116.94,117.81
1998-07-15,729951,118.06,117.59
1998-07-16,729952,117.69,118.41
1998-07-17,729953,118.62,118.56
1998-07-20,729956,118.75,118.56
1998-07-21,729957,119,116.5
1998-07-22,729958,116.34,116.5
1998-07-23,729959,116.31,114.19
1998-07-24,729960,114.97,114.09
1998-07-27,729963,113.62,114.91
1998-07-28,729964,114.44,112.97
1998-07-29,729965,113.72,112.53
1998-07-30,729966,113.62,114.22
1998-07-31,729967,114.34,111.78
1998-08-03,729970,111.78,111.31
1998-08-04,729971,112.22,107
1998-08-05,729972,107.94,108.47
1998-08-06,729973,108.12,108.94
1998-08-07,729974,109.69,109.12
1998-08-10,729977,108.75,108.5
1998-08-11,729978,106.78,106.88
1998-08-12,729979,107.75,108.69
1998-08-13,729980,108.81,107.38
1998-08-14,729981,108.34,106.12
1998-08-17,729984,106,108.38
1998-08-18,729985,109,110.38
1998-08-19,729986,111.09,110.09
1998-08-20,729987,109.69,109.44
1998-08-21,729988,108.19,108.56
1998-08-24,729991,109.25,109.25
1998-08-25,729992,110.38,109.5
1998-08-26,729993,108.28,108.88
1998-08-27,729994,107,103.75
1998-08-28,729995,104.97,103.38
1998-08-31,729998,103.75,96
1998-09-01,729999,96.06,100.06
1998-09-02,730000,99.81,99.34
1998-09-03,730001,97.62,98.56
1998-09-04,730002,99.44,97.75
1998-09-08,730006,100.88,103
1998-09-09,730007,102.75,100.5
1998-09-10,730008,98.44,98.5
1998-09-11,730009,98.19,101.69
1998-09-14,730012,102.88,103.44
1998-09-15,730013,102.88,104.06
1998-09-16,730014,104.75,105
1998-09-17,730015,102.25,102
1998-09-18,730016,102.38,102.09
1998-09-21,730019,99.62,102.03
1998-09-22,730020,103.5,102.88
1998-09-23,730021,103.88,107
1998-09-24,730022,106.31,104.38
1998-09-25,730023,103.12,104.25
1998-09-28,730026,105.31,105.19
1998-09-29,730027,105.38,104.94
1998-09-30,730028,103.5,101.75
1998-10-01,730029,100.03,98.81
1998-10-02,730030,98.88,100.72
1998-10-05,730033,99.59,98.69
1998-10-06,730034,100.75,98.59
1998-10-07,730035,98.62,97.12
1998-10-08,730036,94.56,96.59
1998-10-09,730037,97,98.53
1998-10-12,730040,100.62,99.97
1998-10-13,730041,99.56,99.62
1998-10-14,730042,98.94,100.56
1998-10-15,730043,100.12,105.97
1998-10-16,730044,106.12,106
1998-10-19,730047,105.69,106.38
1998-10-20,730048,107.56,107
1998-10-21,730049,106.88,106.62
1998-10-22,730050,106.78,108.22
1998-10-23,730051,107.97,106.84
1998-10-26,730054,107.72,107.62
1998-10-27,730055,108.44,107
1998-10-28,730056,106.56,106.81
1998-10-29,730057,107.09,109.41
1998-10-30,730058,110.12,110
1998-11-02,730061,110.81,111.88
1998-11-03,730062,111.59,111.06
1998-11-04,730063,112.47,112.25
1998-11-05,730064,111.53,113.78
1998-11-06,730065,113.47,114.12
1998-11-09,730068,113.94,113.31
1998-11-10,730069,113,113
1998-11-11,730070,113.81,112.25
1998-11-12,730071,112.31,112.12
1998-11-13,730072,112.22,113.22
1998-11-16,730075,114.22,114.06
1998-11-17,730076,113.66,114.06
1998-11-18,730077,114.31,114.75
1998-11-19,730078,115.28,115.75
1998-11-20,730079,116.36,116.62
1998-11-23,730082,117.47,119.38
1998-11-24,730083,119,118.62
1998-11-25,730084,118.94,118.62
1998-11-27,730086,119.47,119.5
1998-11-30,730089,119.02,116.12
1998-12-01,730090,116.12,117.62
1998-12-02,730091,117.22,117.28
1998-12-03,730092,117.25,115.34
1998-12-04,730093,116.62,118.38
1998-12-07,730096,118.06,118.94
1998-12-08,730097,118.53,118.41
1998-12-09,730098,118.69,118.62
1998-12-10,730099,118.84,116.89
1998-12-11,730100,116.44,117.12
1998-12-14,730103,116.16,113.75
1998-12-15,730104,114.69,116.69
1998-12-16,730105,117.12,116.53
1998-12-17,730106,117.22,118.39
1998-12-18,730107,118.31,118.5
1998-12-21,730110,119.25,120.16
1998-12-22,730111,120.41,120.69
1998-12-23,730112,121.19,123.22
1998-12-24,730113,123.16,122.69
1998-12-28,730117,123.25,122.38
1998-12-29,730118,122.72,124.31
1998-12-30,730119,123.94,123.31
1998-12-31,730120,123.31,123.31
1999-01-04,730124,123.38,123.03
1999-01-05,730125,122.94,124.44
1999-01-06,730126,125.81,127.44
1999-01-07,730127,126.38,126.81
1999-01-08,730128,128.19,127.75
1999-01-11,730131,127.69,126.53
1999-01-12,730132,126.22,124.25
1999-01-13,730133,120.41,123.38
1999-01-14,730134,123.62,121.22
1999-01-15,730135,122.38,124.38
1999-01-19,730139,125.3,125.19
1999-01-20,730140,126.09,126.19
1999-01-21,730141,125.58,122.84
1999-01-22,730142,122.12,122.56
1999-01-25,730145,123.28,123.81
1999-01-26,730146,124.12,126.06
1999-01-27,730147,126.38,124.59
1999-01-28,730148,125.25,126.69
1999-01-29,730149,127.34,127.66
1999-02-01,730152,128.69,126.91
1999-02-02,730153,127.08,126.12
1999-02-03,730154,125.69,127.41
1999-02-04,730155,127.38,125.5
1999-02-05,730156,125.66,124.06
1999-02-08,730159,125.09,124.31
1999-02-09,730160,124.38,121.53
1999-02-10,730161,122.12,122.31
1999-02-11,730162,123.06,125.12
1999-02-12,730163,124.81,123.62
1999-02-16,730167,124.75,122.88
1999-02-17,730168,123.19,122.75
1999-02-18,730169,123.19,123.72
1999-02-19,730170,124,124.25
1999-02-22,730173,124.44,127.56
1999-02-23,730174,127.59,127.5
1999-02-24,730175,127.84,125.25
1999-02-25,730176,124.53,124.06
1999-02-26,730177,124.75,123.56
1999-03-01,730180,123.66,123.91
1999-03-02,730181,124.5,122.81
1999-03-03,730182,123.09,123.47
1999-03-04,730183,124.06,125.03
1999-03-05,730184,127.5,127.55
1999-03-08,730187,128.28,128.38
1999-03-09,730188,128.12,128.06
1999-03-10,730189,128.47,129.19
1999-03-11,730190,129.69,130.62
1999-03-12,730191,131,129.38
1999-03-15,730194,129.94,131.22
1999-03-16,730195,131.12,130.72
1999-03-17,730196,130.69,130.16
1999-03-18,730197,129.78,132.25
1999-03-19,730198,132.31,129.69
1999-03-22,730201,130.06,129.94
1999-03-23,730202,129.31,126.19
1999-03-24,730203,126.84,126.91
1999-03-25,730204,128.06,129.5
1999-03-26,730205,128.62,128.56
1999-03-29,730208,129.16,131.16
1999-03-30,730209,129.94,130.47
1999-03-31,730210,131.16,128.38
1999-04-01,730211,129.69,129.34
1999-04-05,730215,130.94,132.41
1999-04-06,730216,132.19,132.09
1999-04-07,730217,132.69,133.16
1999-04-08,730218,133.19,134.84
